ProteinID_x,Description,SignalP,Cwpred,TMHMM,DeepLocPro,ProteinID_clean,ProteinID_y,Pfam,SignalP_score,Cwpred_score,TMHMM_score,DeepLoc_score,Pfam_score,raw_sum,available_max,score100
WP_001831064.1 MULTISPECIES_ segregation and condensation protein A _Staphylococcus_,segregation and condensation protein A ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831064.1,,,0,6,15,0,,21,70,30
WP_001831066.1 MULTISPECIES_ response regulator transcription factor _Staphylococcus_,response regulator transcription factor ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831066.1,,,0,6,15,0,,21,70,30
WP_001831075.1 MULTISPECIES_ ribosome silencing factor _Staphylococcus_,ribosome silencing factor ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831075.1,,,0,6,15,0,,21,70,30
WP_001831085.1 MULTISPECIES_ AraC family transcriptional regulator _Staphylococcus_,AraC family transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831085.1,,,0,6,15,0,,21,70,30
WP_001831086.1 MULTISPECIES_ M20_M25_M40 family metallo-hydrolase _Staphylococcus_,M20_M25_M40 family metallo-hydrolase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831086.1,,,0,6,15,0,,21,70,30
WP_001831094.1 MULTISPECIES_ radical SAM family heme chaperone HemW _Staphylococcus_,radical SAM family heme chaperone HemW ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831094.1,,,0,6,15,0,,21,70,30
WP_001831104.1 MULTISPECIES_ CCA tRNA nucleotidyltransferase _Staphylococcus_,CCA tRNA nucleotidyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831104.1,,,0,6,15,0,,21,70,30
WP_001831123.1 MULTISPECIES_ aspartate-semialdehyde dehydrogenase _Staphylococcus_,aspartate-semialdehyde dehydrogenase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831123.1,,,0,6,15,0,,21,70,30
WP_001831138.1 MULTISPECIES_ YqgQ family protein _Staphylococcus_,YqgQ family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831138.1,,,0,6,15,0,,21,70,30
WP_001831174.1 MULTISPECIES_ M24 family metallopeptidase _Staphylococcus_,M24 family metallopeptidase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831174.1,,,0,6,15,0,,21,70,30
WP_001831179.1 MULTISPECIES_ endonuclease III _Staphylococcus_,endonuclease III ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831179.1,,,0,6,15,0,,21,70,30
WP_001831182.1 MULTISPECIES_ transcriptional repressor LexA _Staphylococcus_,transcriptional repressor LexA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831182.1,,,0,6,15,0,,21,70,30
WP_001831217.1 MULTISPECIES_ superoxide dismutase _Staphylococcus_,superoxide dismutase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831217.1,,,0,6,15,0,,21,70,30
WP_001831251.1 MULTISPECIES_ toxic anion resistance protein _Staphylococcus_,toxic anion resistance protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831251.1,,,0,6,15,0,,21,70,30
WP_001831260.1 MULTISPECIES_ cold shock protein CspA _Staphylococcus_,cold shock protein CspA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831260.1,,,0,6,15,0,,21,70,30
WP_001831262.1 MULTISPECIES_ ferredoxin _Staphylococcus_,ferredoxin ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831262.1,,,0,6,15,0,,21,70,30
WP_001831263.1 MULTISPECIES_ DeoR_GlpR family DNA-binding transcription regulator _Staphylococcus_,DeoR_GlpR family DNA-binding transcription regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831263.1,,,0,6,15,0,,21,70,30
WP_001831269.1 MULTISPECIES_ elongation factor P _Staphylococcus_,elongation factor P ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831269.1,,,0,6,15,0,,21,70,30
WP_001831277.1 MULTISPECIES_ YpoC family protein _Staphylococcus_,YpoC family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831277.1,,,0,6,15,0,,21,70,30
WP_001831294.1 MULTISPECIES_ metallophosphoesterase family protein _Staphylococcus_,metallophosphoesterase family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831294.1,,,0,6,15,0,,21,70,30
WP_001831322.1 MULTISPECIES_ 5_-methylthioadenosine_adenosylhomocysteine nucleosidase _Staphylococcus_,5_-methylthioadenosine_adenosylhomocysteine nucleosidase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831322.1,,,0,6,15,0,,21,70,30
WP_001831324.1 MULTISPECIES_ tryptophan synthase subunit beta _Staphylococcus_,tryptophan synthase subunit beta ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831324.1,,,0,6,15,0,,21,70,30
WP_001831336.1 MULTISPECIES_ redox-regulated ATPase YchF _Staphylococcus_,redox-regulated ATPase YchF ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831336.1,,,0,6,15,0,,21,70,30
WP_001831338.1 MULTISPECIES_ bacillithiol transferase BstA _Staphylococcus_,bacillithiol transferase BstA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831338.1,,,0,6,15,0,,21,70,30
WP_001831346.1 MULTISPECIES_ helix-turn-helix transcriptional regulator _Bacillota_,helix-turn-helix transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831346.1,,,0,6,15,0,,21,70,30
WP_001831355.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,hypothetical protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831355.1,,,0,6,15,0,,21,70,30
WP_001831420.1 MULTISPECIES_ SDR family oxidoreductase _Staphylococcus_,SDR family oxidoreductase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831420.1,,,0,6,15,0,,21,70,30
WP_001831436.1 MULTISPECIES_ MOSC domain-containing protein _Staphylococcus_,MOSC domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831436.1,,,0,6,15,0,,21,70,30
WP_001831565.1 MULTISPECIES_ 2-dehydropantoate 2-reductase _Staphylococcus_,2-dehydropantoate 2-reductase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831565.1,,,0,6,15,0,,21,70,30
WP_001831592.1 MULTISPECIES_ nitrate respiration regulation accessory nitrate sensor NreA _Staphylococcus_,nitrate respiration regulation accessory nitrate sensor NreA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831592.1,,,0,6,15,0,,21,70,30
WP_001831649.1 MULTISPECIES_ ribonuclease J1 _Staphylococcus_,ribonuclease J1 ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831649.1,,,0,6,15,0,,21,70,30
WP_001831653.1 MULTISPECIES_ pyruvate dehydrogenase _acetyl-transferring_ E1 component subunit alpha _Bacillota_,pyruvate dehydrogenase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831653.1,,,0,6,15,0,,21,70,30
WP_001831683.1 MULTISPECIES_ dihydrolipoamide acetyltransferase family protein _Staphylococcus_,dihydrolipoamide acetyltransferase family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831683.1,,,0,6,15,0,,21,70,30
WP_001831684.1 MULTISPECIES_ glutaredoxin family protein _Staphylococcus_,glutaredoxin family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831684.1,,,0,6,15,0,,21,70,30
WP_001831685.1 MULTISPECIES_ phosphoribosylformylglycinamidine cyclo-ligase _Staphylococcus_,phosphoribosylformylglycinamidine cyclo-ligase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831685.1,,,0,6,15,0,,21,70,30
WP_001831688.1 MULTISPECIES_ GNAT family N-acetyltransferase _Staphylococcus_,GNAT family N-acetyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831688.1,,,0,6,15,0,,21,70,30
WP_001831711.1 MULTISPECIES_ glycopeptide resistance-associated protein GraF _Bacilli_,glycopeptide resistance-associated protein GraF ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831711.1,,,0,6,15,0,,21,70,30
WP_001831723.1 MULTISPECIES_ phosphoribosylaminoimidazolesuccinocarboxamide synthase _Staphylococcus_,phosphoribosylaminoimidazolesuccinocarboxamide synthase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831723.1,,,0,6,15,0,,21,70,30
WP_001831726.1 MULTISPECIES_ phosphocarrier protein HPr _Staphylococcus_,phosphocarrier protein HPr ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831726.1,,,0,6,15,0,,21,70,30
WP_001831794.1 MULTISPECIES_ nucleoid occlusion protein _Staphylococcus_,nucleoid occlusion protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831794.1,,,0,6,15,0,,21,70,30
WP_001831811.1 MULTISPECIES_ 50S ribosomal protein L9 _Staphylococcus_,50S ribosomal protein L9 ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831811.1,,,0,6,15,0,,21,70,30
WP_001831812.1 MULTISPECIES_ DNA gyrase subunit A _Staphylococcus_,DNA gyrase subunit A ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831812.1,,,0,6,15,0,,21,70,30
WP_001831817.1 MULTISPECIES_ DNA topoisomerase _ATP-hydrolyzing_ subunit B _Staphylococcus_,DNA topoisomerase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831817.1,,,0,6,15,0,,21,70,30
WP_001831835.1 MULTISPECIES_ Crp_Fnr family transcriptional regulator _Staphylococcus_,Crp_Fnr family transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831835.1,,,0,6,15,0,,21,70,30
WP_001831844.1 MULTISPECIES_ organic hydroperoxide resistance protein _Staphylococcus_,organic hydroperoxide resistance protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831844.1,,,0,6,15,0,,21,70,30
WP_001831861.1 MULTISPECIES_ accessory Sec system glycosylation chaperone GtfB _Staphylococcus_,accessory Sec system glycosylation chaperone GtfB ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831861.1,,,0,6,15,0,,21,70,30
WP_001831870.1 MULTISPECIES_ alpha_beta hydrolase _Staphylococcus_,alpha_beta hydrolase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831870.1,,,0,6,15,0,,21,70,30
WP_001831893.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,hypothetical protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831893.1,,,0,6,15,0,,21,70,30
WP_001831922.1 MULTISPECIES_ peptidylprolyl isomerase _Staphylococcus_,peptidylprolyl isomerase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831922.1,,,0,6,15,0,,21,70,30
WP_001831932.1 MULTISPECIES_ DUF86 domain-containing protein _Staphylococcus_,DUF86 domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831932.1,,,0,6,15,0,,21,70,30
WP_001831951.1 MULTISPECIES_ YuzD family protein _Staphylococcus_,YuzD family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831951.1,,,0,6,15,0,,21,70,30
WP_001831958.1 MULTISPECIES_ NifU family protein _Staphylococcus_,NifU family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831958.1,,,0,6,15,0,,21,70,30
WP_001831979.1 MULTISPECIES_ lipoyl synthase _Staphylococcus_,lipoyl synthase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831979.1,,,0,6,15,0,,21,70,30
WP_001831981.1 MULTISPECIES_ nitroreductase family protein _Bacillales_,nitroreductase family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001831981.1,,,0,6,15,0,,21,70,30
WP_001832023.1 MULTISPECIES_ protein VraC _Bacteria_,protein VraC ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832023.1,,,0,6,15,0,,21,70,30
WP_001832026.1 MULTISPECIES_ GNAT family N-acetyltransferase _Staphylococcus_,GNAT family N-acetyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832026.1,,,0,6,15,0,,21,70,30
WP_001832035.1 MULTISPECIES_ GTP cyclohydrolase FolE2 _Bacteria_,GTP cyclohydrolase FolE2 ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832035.1,,,0,6,15,0,,21,70,30
WP_001832055.1 MULTISPECIES_ global transcriptional regulator SarA _Staphylococcus_,global transcriptional regulator SarA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832055.1,,,0,6,15,0,,21,70,30
WP_001832058.1 MULTISPECIES_ cupin domain-containing protein _Bacillota_,cupin domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832058.1,,,0,6,15,0,,21,70,30
WP_001832075.1 MULTISPECIES_ phosphomevalonate kinase _Bacteria_,phosphomevalonate kinase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832075.1,,,0,6,15,0,,21,70,30
WP_001832090.1 MULTISPECIES_ DUF1450 domain-containing protein _Bacteria_,DUF1450 domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832090.1,,,0,6,15,0,,21,70,30
"WP_001832112.1 MULTISPECIES_ transcriptional regulator, SarA_Rot family _Staphylococcus_","transcriptional regulator, SarA_Rot family ",OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832112.1,,,0,6,15,0,,21,70,30
WP_001832117.1 MULTISPECIES_ hypothetical protein _Bacteria_,hypothetical protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832117.1,,,0,6,15,0,,21,70,30
WP_001832127.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,hypothetical protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832127.1,,,0,6,15,0,,21,70,30
WP_001832139.1 MULTISPECIES_ metal-dependent transcriptional regulator _Staphylococcus_,metal-dependent transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832139.1,,,0,6,15,0,,21,70,30
WP_001832140.1 MULTISPECIES_ DUF402 domain-containing protein _Staphylococcus_,DUF402 domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832140.1,,,0,6,15,0,,21,70,30
WP_001832158.1 MULTISPECIES_ TIGR00730 family Rossman fold protein _Staphylococcus_,TIGR00730 family Rossman fold protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832158.1,,,0,6,15,0,,21,70,30
WP_001832178.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,hypothetical protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832178.1,,,0,6,15,0,,21,70,30
WP_001832179.1 MULTISPECIES_ GyrI-like domain-containing protein _Staphylococcus_,GyrI-like domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832179.1,,,0,6,15,0,,21,70,30
WP_001832190.1 MULTISPECIES_ Hsp33 family molecular chaperone HslO _Staphylococcus_,Hsp33 family molecular chaperone HslO ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832190.1,,,0,6,15,0,,21,70,30
WP_001832216.1 MULTISPECIES_ hypoxanthine phosphoribosyltransferase _Staphylococcus_,hypoxanthine phosphoribosyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832216.1,,,0,6,15,0,,21,70,30
WP_001832224.1 MULTISPECIES_ 16S rRNA _adenine_1518_-N_6__adenine_1519_-N_6__-dimethyltransferase RsmA _Staphylococcus_,16S rRNA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832224.1,,,0,6,15,0,,21,70,30
WP_001832236.1 MULTISPECIES_ MazG nucleotide pyrophosphohydrolase domain-containing protein _Staphylococcus_,MazG nucleotide pyrophosphohydrolase domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832236.1,,,0,6,15,0,,21,70,30
WP_001832283.1 MULTISPECIES_ 50S ribosomal protein L7_L12 _Staphylococcus_,50S ribosomal protein L7_L12 ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832283.1,,,0,6,15,0,,21,70,30
WP_001832287.1 MULTISPECIES_ elongation factor G _Staphylococcus_,elongation factor G ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832287.1,,,0,6,15,0,,21,70,30
WP_001832288.1 MULTISPECIES_ CtsR family transcriptional regulator _Staphylococcus_,CtsR family transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832288.1,,,0,6,15,0,,21,70,30
WP_001832300.1 MULTISPECIES_ ATP-dependent Clp protease ATP-binding subunit _Staphylococcus_,ATP-dependent Clp protease ATP-binding subunit ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832300.1,,,0,6,15,0,,21,70,30
WP_001832307.1 MULTISPECIES_ NAD-dependent epimerase_dehydratase family protein _Bacillota_,NAD-dependent epimerase_dehydratase family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832307.1,,,0,6,15,0,,21,70,30
WP_001832336.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,hypothetical protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832336.1,,,0,6,15,0,,21,70,30
WP_001832344.1 MULTISPECIES_ copper chaperone CopZ _Bacillales_,copper chaperone CopZ ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832344.1,,,0,6,15,0,,21,70,30
WP_001832358.1 MULTISPECIES_ D-lactate dehydrogenase _Staphylococcus_,D-lactate dehydrogenase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832358.1,,,0,6,15,0,,21,70,30
WP_001832399.1 MULTISPECIES_ urease subunit alpha _Staphylococcus_,urease subunit alpha ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832399.1,,,0,6,15,0,,21,70,30
WP_001832403.1 MULTISPECIES_ molybdenum cofactor guanylyltransferase MobA _Staphylococcus_,molybdenum cofactor guanylyltransferase MobA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832403.1,,,0,6,15,0,,21,70,30
WP_001832412.1 MULTISPECIES_ SarA family transcriptional regulator _Staphylococcus_,SarA family transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832412.1,,,0,6,15,0,,21,70,30
WP_001832414.1 MULTISPECIES_ SarA family transcriptional regulator _Staphylococcus_,SarA family transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832414.1,,,0,6,15,0,,21,70,30
WP_001832425.1 MULTISPECIES_ PH domain-containing protein _Staphylococcus_,PH domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832425.1,,,0,6,15,0,,21,70,30
WP_001832482.1 MULTISPECIES_ type 1 glutamine amidotransferase _Staphylococcus_,type 1 glutamine amidotransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832482.1,,,0,6,15,0,,21,70,30
WP_001832485.1 MULTISPECIES_ tRNA _adenosine_37_-N6_-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB _Bacillati_,tRNA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832485.1,,,0,6,15,0,,21,70,30
WP_001832553.1 MULTISPECIES_ DNA mismatch repair protein MutS _Staphylococcus_,DNA mismatch repair protein MutS ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832553.1,,,0,6,15,0,,21,70,30
WP_001832566.1 MULTISPECIES_ glycerol-3-phosphate dehydrogenase_oxidase _Staphylococcus_,glycerol-3-phosphate dehydrogenase_oxidase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832566.1,,,0,6,15,0,,21,70,30
WP_001832569.1 MULTISPECIES_ EF-P 5-aminopentanol modification-associated protein YfmH _Staphylococcus_,EF-P 5-aminopentanol modification-associated protein YfmH ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832569.1,,,0,6,15,0,,21,70,30
WP_001832596.1 MULTISPECIES_ preQ_1_ synthase _Staphylococcus_,preQ_1_ synthase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832596.1,,,0,6,15,0,,21,70,30
WP_001832670.1 MULTISPECIES_ DUF1444 domain-containing protein _Staphylococcus_,DUF1444 domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832670.1,,,0,6,15,0,,21,70,30
WP_001832700.1 MULTISPECIES_ IS200_IS605-like element ISSep3 family transposase _Staphylococcus_,IS200_IS605-like element ISSep3 family transposase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832700.1,,,0,6,15,0,,21,70,30
WP_001832701.1 MULTISPECIES_ thiol peroxidase _Staphylococcus_,thiol peroxidase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832701.1,,,0,6,15,0,,21,70,30
WP_001832736.1 MULTISPECIES_ bifunctional hydroxymethylpyrimidine kinase_phosphomethylpyrimidine kinase _Staphylococcus_,bifunctional hydroxymethylpyrimidine kinase_phosphomethylpyrimidine kinase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832736.1,,,0,6,15,0,,21,70,30
WP_001832742.1 MULTISPECIES_ aldehyde dehydrogenase family protein _Staphylococcus_,aldehyde dehydrogenase family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832742.1,,,0,6,15,0,,21,70,30
WP_001832769.1 MULTISPECIES_ nucleotide pyrophosphohydrolase _Staphylococcus_,nucleotide pyrophosphohydrolase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832769.1,,,0,6,15,0,,21,70,30
WP_001832914.1 MULTISPECIES_ MarR family winged helix-turn-helix transcriptional regulator _Staphylococcus_,MarR family winged helix-turn-helix transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832914.1,,,0,6,15,0,,21,70,30
WP_001832932.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,hypothetical protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001832932.1,,,0,6,15,0,,21,70,30
WP_001833002.1 MULTISPECIES_ glycerol-3-phosphate cytidylyltransferase _Staphylococcus_,glycerol-3-phosphate cytidylyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_001833002.1,,,0,6,15,0,,21,70,30
WP_002437147.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,hypothetical protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002437147.1,,,0,6,15,0,,21,70,30
WP_002437166.1 MULTISPECIES_ 2-keto-4-pentenoate hydratase _Staphylococcus_,2-keto-4-pentenoate hydratase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002437166.1,,,0,6,15,0,,21,70,30
WP_002437214.1 MULTISPECIES_ ParB_RepB_Spo0J family partition protein _Staphylococcus_,ParB_RepB_Spo0J family partition protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002437214.1,,,0,6,15,0,,21,70,30
WP_002437219.1 MULTISPECIES_ cystathionine beta-lyase MetC _Staphylococcus_,cystathionine beta-lyase MetC ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002437219.1,,,0,6,15,0,,21,70,30
WP_002437221.1 MULTISPECIES_ bifunctional homocysteine S-methyltransferase_methylenetetrahydrofolate reductase _Staphylococcus_,bifunctional homocysteine S-methyltransferase_methylenetetrahydrofolate reductase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002437221.1,,,0,6,15,0,,21,70,30
WP_002437250.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,hypothetical protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002437250.1,,,0,6,15,0,,21,70,30
