ProteinID,SignalP,Cwpred,TMHMM,DeepLocPro
WP_001831046.1 MULTISPECIES_ alanine_glycine_cation symporter family protein _Staphylococcus_,OTHER,Globular protein,PredHel=9,Cytoplasmic Membrane
WP_001831049.1 MULTISPECIES_ PhoH family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831050.1 MULTISPECIES_ biotin--_acetyl-CoA-carboxylase_ ligase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831053.1 MULTISPECIES_ NfeD family protein _Staphylococcus_,OTHER,Globular protein,PredHel=5,Cytoplasmic Membrane
WP_001831057.1 MULTISPECIES_ 30S ribosomal protein S1 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831058.1 MULTISPECIES_ acetylornithine transaminase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831060.1 MULTISPECIES_ tetratricopeptide repeat protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831061.1 MULTISPECIES_ transketolase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001831062.1 MULTISPECIES_ nickel transporter permease _Staphylococcus_,OTHER,Globular protein,PredHel=5,Cytoplasmic Membrane
WP_001831064.1 MULTISPECIES_ segregation and condensation protein A _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831066.1 MULTISPECIES_ response regulator transcription factor _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831067.1 MULTISPECIES_ LCP family protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001831071.1 MULTISPECIES_ vWA domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001831072.1 MULTISPECIES_ anthranilate synthase component I _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831075.1 MULTISPECIES_ ribosome silencing factor _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831076.1 MULTISPECIES_ SA1362 family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001831077.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001831081.1 MULTISPECIES_ GTPase Era _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831083.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_001831085.1 MULTISPECIES_ AraC family transcriptional regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831086.1 MULTISPECIES_ M20_M25_M40 family metallo-hydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831087.1 MULTISPECIES_ aminomethyl-transferring glycine dehydrogenase subunit GcvPB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831089.1 MULTISPECIES_ demethylmenaquinone methyltransferase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001831090.1 MULTISPECIES_ transcription antitermination factor NusB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831091.1 MULTISPECIES_ shikimate dehydrogenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831093.1 MULTISPECIES_ Nif3-like dinuclear metal center hexameric protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831094.1 MULTISPECIES_ radical SAM family heme chaperone HemW _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831095.1 MULTISPECIES_ bifunctional glutamate N-acetyltransferase_amino-acid acetyltransferase ArgJ _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831097.1 MULTISPECIES_ phosphate ABC transporter ATP-binding protein PstB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001831098.1 MULTISPECIES_ tRNA _N_6_-L-threonylcarbamoyladenosine_37_-C_2__-methylthiotransferase MtaB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831100.1 MULTISPECIES_ RecQ family ATP-dependent DNA helicase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831101.1 MULTISPECIES_ aminoacyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831102.1 MULTISPECIES_ metal ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane
WP_001831103.1 MULTISPECIES_ Fur family transcriptional regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831104.1 MULTISPECIES_ CCA tRNA nucleotidyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831106.1 MULTISPECIES_ queuosine precursor transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=7,Cytoplasmic Membrane
WP_001831107.1 MULTISPECIES_ glycine cleavage system aminomethyltransferase GcvT _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831109.1 MULTISPECIES_ competence type IV pilus ATPase ComGA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831110.1 MULTISPECIES_ NifU N-terminal domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831113.1 MULTISPECIES_ ROK family glucokinase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001831115.1 MULTISPECIES_ indole-3-glycerol phosphate synthase TrpC _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831116.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,PILIN,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001831117.1 MULTISPECIES_ nucleotide exchange factor GrpE _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831118.1 MULTISPECIES_ peptide-methionine _S_-S-oxide reductase MsrA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831120.1 MULTISPECIES_ polyprenyl synthetase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831121.1 MULTISPECIES_ bacillithiol disulfide reductase YpdA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831122.1 MULTISPECIES_ BCCT family transporter _Staphylococcus_,OTHER,Globular protein,PredHel=12,Cytoplasmic Membrane
WP_001831123.1 MULTISPECIES_ aspartate-semialdehyde dehydrogenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831125.1 MULTISPECIES_ DNA polymerase III subunit delta _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831126.1 MULTISPECIES_ HAD-IIB family hydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831129.1 MULTISPECIES_ Y-family DNA polymerase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831131.1 MULTISPECIES_ competence type IV pilus assembly protein ComGB _Staphylococcus_,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane
WP_001831133.1 MULTISPECIES_ PTS sugar transporter subunit IIA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831134.1 MULTISPECIES_ ATP-binding cassette domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001831136.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_001831138.1 MULTISPECIES_ YqgQ family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831141.1 MULTISPECIES_ 4-hydroxy-tetrahydrodipicolinate synthase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831142.1 MULTISPECIES_ rRNA maturation RNase YbeY _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831144.1 MULTISPECIES_ bis_5_-nucleosyl_-tetraphosphatase _symmetrical_ YqeK _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
"WP_001831146.1 MULTISPECIES_ pyruvate, water dikinase regulatory protein _Staphylococcus_",OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831148.1 MULTISPECIES_ DNA damage-induced cell division inhibitor SosA _Staphylococcus_,SP,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001831150.1 MULTISPECIES_ ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=2,Cytoplasmic Membrane
WP_001831152.1 MULTISPECIES_ ribonuclease HI family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831153.1 MULTISPECIES_ peptide-methionine _S_-S-oxide reductase MsrA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831154.1 MULTISPECIES_ NAD_P_H-dependent glycerol-3-phosphate dehydrogenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831156.1 MULTISPECIES_ DUF309 domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831157.1 MULTISPECIES_ anthranilate synthase component II _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831161.1 MULTISPECIES_ YpiB family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831164.1 MULTISPECIES_ Fur family transcriptional regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831166.1 MULTISPECIES_ THUMP domain-containing class I SAM-dependent RNA methyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831167.1 MULTISPECIES_ glucose-6-phosphate dehydrogenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831169.1 MULTISPECIES_ catalase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831173.1 MULTISPECIES_ NUDIX hydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831174.1 MULTISPECIES_ M24 family metallopeptidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831175.1 MULTISPECIES_ tRNA _adenine_22_-N_1__-methyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831179.1 MULTISPECIES_ endonuclease III _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831182.1 MULTISPECIES_ transcriptional repressor LexA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831186.1 MULTISPECIES_ exodeoxyribonuclease VII large subunit _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831189.1 MULTISPECIES_ NADP-dependent phosphogluconate dehydrogenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831190.1 MULTISPECIES_ acylphosphatase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831191.1 MULTISPECIES_ helix-turn-helix domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic Membrane
WP_001831193.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,LIPO,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001831198.1 MULTISPECIES_ diaminopimelate decarboxylase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831203.1 MULTISPECIES_ alanine racemase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831204.1 MULTISPECIES_ bacilliredoxin BrxB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831206.1 MULTISPECIES_ PstS family phosphate ABC transporter substrate-binding protein _Staphylococcus_,LIPO,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001831209.1 MULTISPECIES_ phosphate ABC transporter permease PstA _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_001831211.1 MULTISPECIES_ acetyl-CoA carboxylase biotin carboxyl carrier protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831212.1 MULTISPECIES_ S41 family peptidase _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001831213.1 MULTISPECIES_ asparaginase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831215.1 MULTISPECIES_ YneF family protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001831217.1 MULTISPECIES_ superoxide dismutase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831220.1 MULTISPECIES_ class I SAM-dependent DNA methyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831221.1 MULTISPECIES_ 30S ribosomal protein S20 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831222.1 MULTISPECIES_ N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831225.1 MULTISPECIES_ extracellular solute-binding protein _Staphylococcus_,LIPO,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001831227.1 MULTISPECIES_ NRAMP family divalent metal transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=11,Cytoplasmic Membrane
WP_001831230.1 MULTISPECIES_ DUF1405 domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_001831231.1 MULTISPECIES_ SDR family NAD_P_-dependent oxidoreductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001831234.1 MULTISPECIES_ MTH1187 family thiamine-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831235.1 MULTISPECIES_ nucleoside-diphosphate kinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831236.1 MULTISPECIES_ oligoendopeptidase F _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831237.1 MULTISPECIES_ large conductance mechanosensitive channel protein MscL _Staphylococcus_,OTHER,Globular protein,PredHel=2,Cytoplasmic Membrane
WP_001831238.1 MULTISPECIES_ dihydrolipoamide acetyltransferase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831239.1 MULTISPECIES_ RNA-binding virulence regulatory protein CvfB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831241.1 MULTISPECIES_ YozE family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831244.1 MULTISPECIES_ YppE family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831247.1 MULTISPECIES_ fatty acid kinase binding subunit FakB2 _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001831249.1 MULTISPECIES_ 3-phosphoshikimate 1-carboxyvinyltransferase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001831250.1 MULTISPECIES_ nicotinate-nucleotide adenylyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831251.1 MULTISPECIES_ toxic anion resistance protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831256.1 MULTISPECIES_ 50S ribosomal protein L11 methyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831257.1 MULTISPECIES_ diacylglycerol kinase family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane
WP_001831260.1 MULTISPECIES_ cold shock protein CspA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831262.1 MULTISPECIES_ ferredoxin _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831263.1 MULTISPECIES_ DeoR_GlpR family DNA-binding transcription regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831269.1 MULTISPECIES_ elongation factor P _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831271.1 MULTISPECIES_ competence type IV pilus major pilin ComGC _Staphylococcus_,PILIN,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001831274.1 MULTISPECIES_ ComE operon protein 2 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831275.1 MULTISPECIES_ bifunctional lysylphosphatidylglycerol flippase_synthetase MprF _Staphylococcus_,OTHER,Globular protein,PredHel=14,Cytoplasmic Membrane
WP_001831277.1 MULTISPECIES_ YpoC family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831280.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_001831284.1 MULTISPECIES_ translation elongation factor 4 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831285.1 MULTISPECIES_ DUF1273 domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831286.1 MULTISPECIES_ site-specific tyrosine recombinase XerD _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831293.1 MULTISPECIES_ GNAT family N-acetyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831294.1 MULTISPECIES_ metallophosphoesterase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831295.1 MULTISPECIES_ 50S ribosomal protein L33 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831296.1 MULTISPECIES_ 5-oxoprolinase subunit PxpB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831297.1 MULTISPECIES_ prephenate dehydrogenase _Staphylococcus_,SP,Globular protein,PredHel=0,Cytoplasmic
WP_001831301.1 MULTISPECIES_ acetyl-CoA carboxylase biotin carboxylase subunit _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831302.1 MULTISPECIES_ 30S ribosomal protein S14 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831303.1 MULTISPECIES_ rhodanese-like domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001831305.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane
WP_001831307.1 MULTISPECIES_ pyrroline-5-carboxylate reductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831309.1 MULTISPECIES_ undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001831310.1 MULTISPECIES_ aldo_keto reductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831312.1 MULTISPECIES_ CcdC family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_001831317.1 MULTISPECIES_ SDR family oxidoreductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831318.1 MULTISPECIES_ helicase C-terminal domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831320.1 MULTISPECIES_ 3-dehydroquinate synthase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831322.1 MULTISPECIES_ 5_-methylthioadenosine_adenosylhomocysteine nucleosidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831324.1 MULTISPECIES_ tryptophan synthase subunit beta _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831327.1 MULTISPECIES_ dipeptide_oligopeptide_nickel ABC transporter ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001831332.1 MULTISPECIES_ sterile alpha motif-like domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831333.1 MULTISPECIES_ single-stranded DNA-binding protein _Bacillati_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831336.1 MULTISPECIES_ redox-regulated ATPase YchF _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831338.1 MULTISPECIES_ bacillithiol transferase BstA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831345.1 MULTISPECIES_ 30S ribosomal protein S6 _Bacteria_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831346.1 MULTISPECIES_ helix-turn-helix transcriptional regulator _Bacillota_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831347.1 MULTISPECIES_ epilancin biosynthesis-related protein ElxI1 _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001831350.1 MULTISPECIES_ acetyl-CoA C-acetyltransferase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001831354.1 MULTISPECIES_ 30S ribosomal protein S18 _Bacillati_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001831355.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
