ProteinID,feature_annotation,GO_annotation,Description,SigP-Prediction,SigP_score,SigP_CS_Position,DLP-prediction,DLP-score,GPApred-prediction,GPApred-score,TMHMM-topology,TMHMM-TM,Phobius-TM,Phobius-prediction,length,s_seq_id,per_ident,length,qlen,slen,evalue,bitscore
WP_001829514.1,None,Unknown,ribonuclease HII ,OTHER,1,None,Cytoplasmic,0.9958,None,None,o,0,0,i,256,WP_000149404.1,53.333,15,256,555,5.5,21.6
WP_001829516.1,None,Unknown,Cof-type HAD-IIB family hydrolase ,OTHER,1,None,Cytoplasmic,0.9916,None,None,o,0,0,i,268,WP_000186313.1,71.536,267,268,267,1.76E-144,400
WP_001829517.1,None,Unknown,RNA chaperone Hfq ,OTHER,1,None,Cytoplasmic,0.9338,None,None,i,0,0,i,79,WP_000035320.1,50,12,79,370,9.7,18.5
WP_001829522.1,None,Unknown,glycerol kinase GlpK ,OTHER,1,None,Cytoplasmic,0.9118,None,None,o,0,0,i,499,WP_000417369.1,86.145,498,499,498,0,916
WP_001829562.1,None,Unknown,bifunctional acetaldehyde-CoA_alcohol dehydrogenase ,OTHER,1,None,Cytoplasmic,0.7818,None,None,o,0,0,i,869,WP_000064078.1,40,30,869,241,8.1,22.7
WP_001829567.1,None,Unknown,CHY zinc finger protein ,OTHER,1,None,Cytoplasmic,0.9202,None,None,o,0,0,i,104,WP_000157603.1,33.333,24,104,288,0.37,23.1
WP_001829568.1,lipoprotein,Unknown,EMYY motif lipoprotein ,LIPO,1,CS pos: 19-20. Pr: 0.9939,Cytoplasmic Membrane,0.7801,None,None,o4-21i,1,0,n4-15c19/20o,296,WP_000825929.1,44.444,27,296,259,0.002,32.3
WP_001829574.1,None,Cytoplasm,triose-phosphate isomerase ,OTHER,1,None,Cytoplasmic,0.9945,None,None,o,0,0,i,253,WP_000379054.1,72.727,11,253,467,8.5,20.8
WP_001829583.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.7447,None,None,o,0,1,o28-45i,224,WP_000076403.1,25,80,224,292,6.7,20.8
WP_001829588.1,None,Unknown,SsrA-binding protein SmpB ,OTHER,1,None,Cytoplasmic,0.7943,None,None,o,0,0,i,156,WP_000897132.1,50,18,156,818,8.4,20
WP_001829589.1,None,Unknown,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI ,OTHER,1,None,Cytoplasmic,0.9874,None,None,o,0,0,i,132,WP_000855505.1,61.538,13,132,701,5.7,20.4
WP_001829591.1,None,Unknown,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase ",OTHER,1,None,Cytoplasmic,0.9667,None,None,o,0,0,i,505,WP_000035320.1,42.857,21,505,370,4.8,22.7
WP_001829592.1,None,Unknown,ComF family protein ,OTHER,1,None,Cytoplasmic,0.7546,None,None,o,0,0,i,224,WP_000897132.1,55.556,18,224,818,0.66,24.3
WP_001829594.1,None,Unknown,RNase adapter RapZ ,OTHER,1,None,Cytoplasmic,0.9636,None,None,o,0,0,i,302,WP_000202192.1,36.667,30,302,490,10,20.8
WP_001829596.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.745,None,None,o,0,0,i,259,WP_000165530.1,52.941,17,259,436,7.3,21.2
WP_001829600.1,None,Unknown,UDP-N-acetylmuramate dehydrogenase ,OTHER,1,None,Cytoplasmic,0.9761,None,None,o,0,0,i,310,WP_001788197.1,50,18,310,1198,2.2,23.1
WP_001829605.1,None,Unknown,ZIP family metal transporter ,OTHER,0.999987,None,Cytoplasmic Membrane,0.9998,None,None,o13-35i42-64o74-96i214-236o251-270i,5,6,o12-35i42-62o74-94i197-216o222-240i252-270o,271,WP_000334465.1,62.5,8,271,601,5.5,21.6
WP_001829613.1,None,Unknown,hypothetical protein ,OTHER,1,None,Extracellular,0.5158,None,None,i,0,0,i,74,WP_001151902.1,50,16,74,635,2.6,20
WP_001829615.1,None,Unknown,histidine phosphatase family protein ,OTHER,1,None,Cytoplasmic,0.9906,None,None,o,0,0,i,195,WP_000120494.1,34,50,195,412,0.8,23.5
WP_001829623.1,None,Unknown,GNAT family N-acetyltransferase ,OTHER,1,None,Cytoplasmic,0.9793,None,None,o,0,0,i,166,WP_000417016.1,39.13,23,166,317,4.8,20.8
WP_001829625.1,None,Unknown,GrpB family protein ,OTHER,1,None,Cytoplasmic,0.8608,None,None,o,0,0,i,175,WP_001218732.1,39.13,23,175,365,10,20
WP_001829626.1,None,Unknown,gluconeogenesis factor YvcK family protein ,OTHER,1,None,Cytoplasmic,0.9758,None,None,o,0,0,n6-17c21/22o,331,WP_001218732.1,50,14,331,365,8.6,21.2
WP_001829630.1,None,Unknown,TIGR01777 family oxidoreductase ,OTHER,1,None,Cytoplasmic Membrane,0.6404,None,None,o,0,0,i,299,WP_000265417.1,50,18,299,469,0.46,25
WP_001829634.1,None,Unknown,threonine_serine exporter family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9991,None,None,i2-24o44-66i79-98o118-140i,4,5,o6-23i28-45o51-67i79-99o119-139i,164,WP_000855505.1,44,25,164,701,4.2,21.2
WP_001829635.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.9432,None,None,i,0,0,i,94,WP_001121760.1,52.941,17,94,434,2.6,20.4
WP_001829638.1,lipoprotein,Unknown,prolipoprotein diacylglyceryl transferase ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,o20-42i55-74o89-111i203-221o236-255i,5,5,o20-43i55-77o89-111i203-221o233-255i,279,WP_000506531.1,56.25,16,279,843,9.2,21.2
WP_001829639.1,None,Unknown,YigZ family protein ,OTHER,1,None,Cytoplasmic,0.9986,None,None,o,0,0,i,213,WP_000506531.1,40,25,213,843,1.1,23.5
WP_001829640.1,None,Unknown,ABC transporter permease_substrate-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.9726,None,None,o23-45i52-74o78-97i146-168o178-200i209-231o,6,6,o23-44i53-74o80-97i145-172o178-198i210-230o,504,WP_001167887.1,35.714,28,504,697,2.6,23.9
WP_001829644.1,None,Unknown,threonine_serine exporter family protein ,OTHER,1,None,Cytoplasmic Membrane,0.998,None,None,i119-141o145-162i174-193o198-217i230-252o,5,5,i120-139o145-162i174-192o198-221i233-252o,253,WP_001273085.1,38.636,44,253,166,9.9,20.4
WP_001829649.1,None,Cytoplasm,HPr_Ser_ kinase_phosphatase ,OTHER,1,None,Cytoplasmic,0.9823,None,None,o,0,0,i,310,WP_001251935.1,52.941,17,310,86,5.6,20.8
WP_001829651.1,None,Unknown,ABC transporter permease ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,o10-32i53-75o106-128i137-159o183-205i226-248o268-290i295-314o,8,8,i7-30o50-70i106-131o137-159i185-206o226-259i271-289o295-314i,324,WP_000186313.1,54.545,11,324,267,9.1,21.2
WP_001829653.1,None,Unknown,histidinol-phosphate transaminase ,OTHER,1,None,Cytoplasmic,0.9958,None,None,o,0,0,i,351,WP_000648118.1,80,10,351,121,9.9,20.8
WP_001829654.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.8606,None,None,o,0,0,i,324,WP_000472302.1,66.667,12,324,420,2.3,23.1
WP_001829655.1,None,Unknown,hypothetical protein ,OTHER,1,None,Extracellular,0.6953,None,None,o,0,0,i,59,WP_000127570.1,47.059,17,59,433,1.6,20
WP_001829658.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.7707,None,None,o,0,0,i,77,WP_000974882.1,75,8,77,502,6.5,18.9
WP_001829660.1,None,Unknown,YfbR-like 5_-deoxynucleotidase ,OTHER,1,None,Cytoplasmic,0.96,None,None,o,0,0,i,213,WP_000933822.1,66.667,12,213,397,6.5,20.8
WP_001829661.1,None,Unknown,fatty acid kinase binding subunit FakB1 ,OTHER,1,None,Cytoplasmic,0.9859,None,None,o,0,0,i,288,WP_000043634.1,58.824,17,288,705,2.7,22.7
WP_001829664.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.8073,None,None,o,0,0,i,77,WP_000197806.1,54.545,11,77,392,8.9,18.5
WP_001829672.1,None,Unknown,alpha_beta hydrolase ,OTHER,1,None,Cytoplasmic,0.95,None,None,o,0,0,i,246,WP_000202192.1,38.889,36,246,490,6.8,21.2
WP_001829675.1,None,Unknown,bacillithiol system redox-active protein YtxJ ,OTHER,1,None,Cytoplasmic,0.9476,None,None,o,0,0,i,106,WP_000052590.1,40.909,22,106,557,9.9,18.9
WP_001829676.1,None,Cytoplasm,"ribosome hibernation-promoting factor, HPF_YfiA family ",OTHER,1,None,Cytoplasmic,0.8627,None,None,o,0,0,i,189,WP_000617735.1,84.656,189,189,190,4.67E-120,332
WP_001829677.1,None,Unknown,ribonuclease R ,OTHER,1,None,Cytoplasmic,0.9888,None,None,o,0,0,i,792,WP_001020801.1,50,22,792,388,8.6,22.7
WP_001829679.1,None,Unknown,glycerate kinase ,OTHER,1,None,Cytoplasmic,0.9589,None,None,o,0,0,i,376,WP_000052590.1,35.714,28,376,557,6.6,21.9
WP_001829684.1,None,Unknown,DMT family transporter ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,i7-29o39-57i70-89o99-116i123-140o145-167i179-198o208-230i237-256o261-278i,10,10,i7-27o39-57i69-88o100-116i123-141o147-167i179-199o205-231i238-255o261-278i,291,WP_000926310.1,36.667,30,291,144,0.56,24.3
WP_001829686.1,None,Unknown,glycosyltransferase family 4 protein ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,i2-24o44-63i70-89o99-121i128-150o165-197i204-226o231-253i285-304o309-331i,10,11,o6-24i44-64o70-90i102-122o128-148i155-173o179-197i204-226o232-253i285-304o310-331i,359,WP_000511135.1,50,18,359,470,1.8,23.5
WP_001829706.1,None,Unknown,NAD-dependent protein deacylase ,OTHER,1,None,Cytoplasmic,0.9982,None,None,o,0,0,i,246,WP_000631963.1,44.444,18,246,466,7.4,21.2
WP_001829707.1,None,Cytoplasmic_membrane,preprotein translocase subunit SecY ,OTHER,1,None,Cytoplasmic Membrane,0.9997,None,None,i17-39o68-90i111-133o148-167i174-193o213-235i260-282o309-331i362-384o394-411i,10,10,i18-36o68-88i116-135o147-167i174-193o213-237i258-282o309-328i362-384o390-409i,430,WP_000468389.1,35.714,28,430,311,7.3,21.9
WP_001829712.1,None,Unknown,alkaline shock response membrane anchor protein AmaP ,OTHER,1,None,Cytoplasmic Membrane,0.9817,None,None,i7-25o40-62i,2,2,i7-25o45-66i,178,WP_000825819.1,86.517,178,178,178,7.40E-104,290
WP_001829716.1,None,Unknown,GRP family sugar transporter ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,i7-29o34-56i58-75o114-136i156-178o183-202i209-228o233-255i267-286o,9,10,o6-26i38-56o62-80i92-111o117-137i158-178o184-202i209-229o235-257i269-286o,287,WP_001074749.1,32.692,52,287,396,6.9,21.2
WP_001829717.1,None,Unknown,DUF2273 domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.9993,None,None,i22-41o45-64i,2,2,i23-42o48-64i,79,WP_000379054.1,46.667,15,79,467,0.79,21.6
WP_001829724.1,None,Unknown,PAQR family membrane homeostasis protein TrhA ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,i31-53o58-80i92-114o118-140i152-171o175-197i204-226o,7,7,i31-50o62-81i93-115o121-139i151-171o177-197i206-226o,227,WP_001041586.1,38.889,18,227,645,9.5,20.4
WP_001829729.1,None,Unknown,SepA family multidrug efflux transporter ,OTHER,1,None,Cytoplasmic Membrane,0.9632,None,None,o15-37i60-82o97-116i123-145o,4,4,i12-37o61-78i98-119o125-145i,155,WP_001228162.1,50,14,155,322,6,20.4
WP_001829745.1,None,Unknown,AEC family transporter ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,o4-18i31-48o58-80i89-111o116-138i159-181o194-211i223-242o252-271i278-300o,10,10,o6-24i31-50o56-79i91-112o118-143i164-182o194-211i223-241o247-269i276-297o,302,WP_000202192.1,40.741,27,302,490,7.7,21.2
WP_001829747.1,None,Cytoplasm,50S ribosomal protein L18 ,OTHER,1,None,Extracellular,0.5562,None,None,i,0,0,i,120,WP_000623881.1,88.333,120,120,119,5.36E-74,209
WP_001829750.1,None,Unknown,MFS transporter ,OTHER,1,None,Cytoplasmic Membrane,0.9994,None,None,o5-27i34-56o66-85i92-114o134-156i163-185o211-233i245-267o282-311i332-354o358-380i,11,10,i9-28o34-54i66-87o93-110i131-157o163-182i212-233o245-263i275-308o356-380i,393,WP_000468389.1,31.25,64,393,311,0.19,26.9
WP_001829752.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.3559,None,None,i,0,0,i,86,WP_001251935.1,82.558,86,86,86,3.01E-51,149
WP_001829756.1,None,Unknown,NADP-dependent oxidoreductase ,OTHER,1,None,Cytoplasmic,0.9542,None,None,o,0,0,i,334,WP_000862083.1,38.095,21,334,568,5.7,21.9
WP_001829757.1,None,Unknown,NCS2 family permease ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,i20-42o57-76i83-105o110-132i141-163o178-195i202-219o252-274i295-317o323-345i352-374o389-411i424-442o,13,13,i21-44o56-77i89-107o113-131i143-163o175-195i202-220o252-278i299-317o323-345i352-371o383-411i423-441o,444,WP_001121760.1,37.209,43,444,434,1.3,24.3
WP_001829758.1,None,Unknown,PTS lactose_cellobiose transporter subunit IIA ,OTHER,1,None,Cytoplasmic,0.9974,None,None,o,0,0,i,104,WP_000897132.1,50,22,104,818,3.8,20.4
WP_001829760.1,None,Unknown,galactose-6-phosphate isomerase subunit LacA ,OTHER,1,None,Cytoplasmic,0.964,None,None,o,0,0,i,142,WP_000129411.1,53.846,13,142,411,8.5,19.6
WP_001829761.1,None,Unknown,DeoR_GlpR family DNA-binding transcription regulator ,OTHER,1,None,Cytoplasmic,0.9962,None,None,o,0,0,i,251,WP_000933195.1,53.333,15,251,256,4.4,21.6
WP_001829764.1,None,Unknown,alanine_ornithine racemase family PLP-dependent enzyme ,OTHER,1,None,Cytoplasmic,0.9823,None,None,o,0,0,i,353,WP_001151902.1,50,14,353,635,4.2,22.3
WP_001829773.1,None,Unknown,P-loop NTPase ,OTHER,1,None,Cytoplasmic,0.8723,None,None,o,0,0,i,355,WP_000167269.1,47.059,17,355,244,1.8,23.5
WP_001829776.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.999,None,None,i7-26o36-58i65-87o91-113i,4,4,i7-25o37-57i66-85o91-111i,132,WP_000825929.1,64.286,14,132,259,5,20.4
WP_001829777.1,None,Unknown,galactose-6-phosphate isomerase subunit LacB ,OTHER,1,None,Cytoplasmic,0.9929,None,None,o,0,0,i,171,WP_000358498.1,52.632,19,171,227,0.35,24.3
WP_001829779.1,None,Unknown,FecCD family ABC transporter permease ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,i13-32o52-74i110-132o142-164i184-206o234-256i269-291o301-318i,8,9,i12-37o57-78i87-105o111-132i144-164o184-206i227-257o269-286i298-318o,321,WP_000481442.1,44.444,27,321,662,3.4,22.7
WP_001829780.1,None,Unknown,Asp23_Gls24 family envelope stress response protein ,OTHER,1,None,Cytoplasmic,0.7029,None,None,i,0,0,i,166,WP_000215236.1,87.662,154,166,169,1.58E-96,270
WP_001829792.1,None,Cytoplasm,translation initiation factor IF-1 ,OTHER,1,None,Cytoplasmic,0.9854,None,None,i,0,0,i,72,WP_000068176.1,53.846,13,72,325,3.4,19.2
WP_001829793.1,None,Unknown,metal-dependent hydrolase ,OTHER,0.999992,None,Cytoplasmic Membrane,0.9968,None,None,i20-42o65-87i94-116o136-155i,4,4,o25-45i66-86o92-111i132-155o,169,WP_000113850.1,45.833,24,169,163,2.9,21.2
WP_001829798.1,None,Unknown,VOC family protein ,OTHER,1,None,Cytoplasmic,0.971,None,None,o,0,0,i,253,WP_000594519.1,39.286,28,253,309,2.5,22.3
WP_001829804.1,None,Unknown,RluA family pseudouridine synthase ,OTHER,1,None,Cytoplasmic,0.8922,None,None,o,0,0,i,274,WP_000133954.1,57.143,14,274,391,9.4,20.8
WP_001829810.1,None,Unknown,response regulator ,OTHER,1,None,Cytoplasmic,0.9953,None,None,o,0,0,i,207,WP_000250824.1,50,18,207,395,3,21.9
WP_001829811.1,None,Unknown,signal transduction protein TRAP ,OTHER,1,None,Cytoplasmic,0.4842,None,None,o,0,0,i,167,WP_000610306.1,50,16,167,1166,9.3,20
WP_001829814.1,None,Unknown,tRNA epoxyqueuosine_34_ reductase QueG ,OTHER,1,None,Cytoplasmic,0.9771,None,None,o,0,0,i,376,WP_000840574.1,32.558,43,376,315,2.9,23.1
WP_001829818.1,None,Unknown,hypothetical protein ,OTHER,0.828171,None,Cytoplasmic Membrane,0.97,None,None,o10-32i66-85o100-122i,3,3,o6-33i67-85o97-122i,134,WP_000138351.1,38.462,26,134,727,7.4,20
WP_001829819.1,None,Unknown,GAF domain-containing sensor histidine kinase ,OTHER,1,None,Cytoplasmic,0.9271,None,None,o,0,0,i,377,WP_001795438.1,50,24,377,418,7,21.9
WP_001829828.1,None,Unknown,HIT family protein ,OTHER,1,None,Cytoplasmic,0.9856,None,None,o,0,0,i,141,WP_000825929.1,61.538,13,141,259,6.8,20
WP_001829830.1,None,Cytoplasm,methionine adenosyltransferase ,OTHER,1,None,Cytoplasmic,0.9519,None,None,o,0,0,i,399,WP_000933822.1,88.413,397,399,397,0,718
WP_001829832.1,None,Unknown,aldo_keto reductase ,OTHER,1,None,Cytoplasmic,0.9969,None,None,o,0,0,i,278,WP_001056178.1,33.333,60,278,933,0.48,25
WP_001829836.1,None,Unknown,tRNA ,OTHER,1,None,Cytoplasmic,0.9796,None,None,o,0,0,i,156,WP_001115440.1,42.105,19,156,422,5.6,20.4
WP_001829837.1,None,Unknown,DUF3267 domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.9989,None,None,i20-42o52-74i105-127o137-159i,4,4,i21-42o54-77i105-129o135-154i,186,None,None,None,None,None,None,None
WP_001829838.1,None,Unknown,amino acid ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.8054,None,None,o,0,0,i,240,WP_001115440.1,55,20,240,422,1.6,23.1
WP_001829843.1,None,Unknown,metallophosphoesterase family protein ,OTHER,1,None,Cytoplasmic,0.981,None,None,o,0,0,i,398,WP_000729744.1,60,15,398,901,8.7,21.6
WP_001829846.1,None,Cytoplasm,ferrochelatase ,OTHER,1,None,Cytoplasmic,0.9992,None,None,o,0,0,i,307,WP_000933774.1,47.619,21,307,321,2.3,23.1
WP_001829851.1,None,Unknown,o-succinylbenzoate synthase ,OTHER,1,None,Cytoplasmic,0.9479,None,None,o,0,0,i,333,WP_001151902.1,50,26,333,635,2,23.5
WP_001829855.1,None,Unknown,ABC transporter ATP-binding protein EcsA ,OTHER,1,None,Cytoplasmic Membrane,0.7751,None,None,o,0,0,i,246,WP_000090316.1,40.741,27,246,693,1.3,23.5
WP_001829861.1,None,Unknown,CadD family cadmium resistance transporter ,OTHER,0.999989,None,Cytoplasmic Membrane,0.9992,None,None,o5-27i39-61o68-87i140-159o174-192i,5,6,o6-27i39-62o68-87i108-129o141-162i174-192o,205,WP_000290400.1,72.727,11,205,495,3.7,21.6
WP_001829862.1,None,Unknown,class II fumarate hydratase ,OTHER,1,None,Cytoplasmic,0.9532,None,None,o,0,0,i,461,WP_000358006.1,53.333,15,461,421,1.6,24.3
WP_001829885.1,None,Unknown,thiol-disulfide oxidoreductase DCC family protein ,OTHER,1,None,Cytoplasmic Membrane,0.6769,None,None,o,0,0,i,136,WP_000134963.1,41.176,17,136,311,4,20.8
WP_001829889.1,None,Cytoplasm,glutamine--fructose-6-phosphate transaminase ,OTHER,1,None,Cytoplasmic,0.9667,None,None,o,0,1,o563-582i,601,WP_000334465.1,89.018,601,601,601,0,1074
WP_001829891.1,None,Unknown,type II toxin-antitoxin system PemK_MazF family toxin ,OTHER,1,None,Cytoplasmic,0.9554,None,None,o,0,0,i,120,WP_000091975.1,44.444,18,120,178,4.8,20
WP_001829893.1,None,Unknown,copper-sensing transcriptional repressor CsoR ,OTHER,1,None,Cytoplasmic,0.9868,None,None,o,0,0,i,97,WP_001121760.1,45.833,24,97,434,0.61,22.3
WP_001829894.1,None,Cytoplasm,thiaminase II ,OTHER,1,None,Cytoplasmic,0.9394,None,None,o,0,0,i,229,WP_000368166.1,32.143,28,229,347,8.1,20.8
WP_001829896.1,None,Unknown,HAD family hydrolase ,OTHER,1,None,Cytoplasmic,0.9966,None,None,o,0,0,i,285,WP_001137495.1,52.632,19,285,156,7.7,20.8
WP_001829897.1,None,Unknown,SprT family protein ,OTHER,1,None,Cytoplasmic,0.9809,None,None,o,0,0,i,151,WP_001788197.1,50,16,151,1198,1.7,22.3
WP_001829898.1,None,Unknown,Zn_II_-responsive metalloregulatory transcriptional repressor CzrA ,OTHER,1,None,Cytoplasmic,0.9879,None,None,o,0,0,i,113,WP_000052590.1,38.462,26,113,557,1.4,21.6
WP_001829900.1,None,Unknown,Dps family protein ,OTHER,1,None,Cytoplasmic,0.8169,None,None,o,0,0,i,148,WP_001250336.1,43.478,23,148,437,0.62,23.5
WP_001829902.1,None,Unknown,PP2C family protein-serine_threonine phosphatase ,OTHER,1,None,Cytoplasmic,0.9404,None,None,o,0,0,i,333,WP_000390829.1,84.685,333,333,333,0,587
WP_001829903.1,None,Unknown,anti-sigma B factor RsbW ,OTHER,1,None,Cytoplasmic,0.9657,None,None,o,0,0,i,159,WP_000250824.1,63.636,11,159,395,7.3,20.4
WP_001829912.1,None,Unknown,CDF family zinc efflux transporter CzrB ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,i24-46o56-75i92-114o129-147i160-182o187-209i,6,6,i24-46o58-75i95-117o129-149i161-183o189-209i,317,WP_000043634.1,42.857,28,317,705,2.4,23.1
WP_001829921.1,None,Unknown,metallophosphoesterase family protein ,OTHER,1,None,Cytoplasmic,0.9967,None,None,o,0,0,i,243,WP_000201875.1,43.478,23,243,305,3.9,21.9
WP_001829922.1,None,Cytoplasm,UDP-N-acetylglucosamine 1-carboxyvinyltransferase ,OTHER,1,None,Cytoplasmic,0.9375,None,None,o,0,0,i,419,WP_000046602.1,85.442,419,419,419,0,740
WP_001829923.1,None,Cytoplasm,L-threonylcarbamoyladenylate synthase ,OTHER,1,None,Cytoplasmic,0.9944,None,None,o,0,0,i,347,WP_000728763.1,34.375,32,347,508,3.3,22.7
WP_001829925.1,None,Unknown,CdaR family protein ,SP,0.713221,CS pos: 28-29. Pr: 0.6893,Cytoplasmic Membrane,0.9985,None,None,o10-32i,1,0,n10-21c28/29o,311,WP_000133954.1,39.474,38,311,391,1.4,23.9
WP_001829926.1,None,Unknown,lytic transglycosylase ,OTHER,1,None,Cytoplasmic Membrane,0.9602,None,None,i20-42o62-84i117-139o168-190i230-252o267-289i,6,6,i20-42o62-91i118-138o166-197i226-243o263-294i,383,WP_001167887.1,47.059,17,383,697,8.6,21.6
WP_001829927.1,None,Unknown,TIGR01440 family protein ,OTHER,1,None,Cytoplasmic,0.979,None,None,o,0,0,i,174,WP_000492114.1,50,18,174,329,1.5,22.3
WP_001829933.1,None,Unknown,non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase ,OTHER,1,None,Cytoplasmic,0.9955,None,None,o,0,0,i,381,WP_000645780.1,40.909,22,381,772,2.5,23.5
WP_001829935.1,None,Unknown,YwpF-like family protein ,OTHER,1,None,Cytoplasmic,0.5952,None,None,o,0,0,i,146,WP_000379054.1,36.364,22,146,467,9.6,19.6
WP_001829936.1,None,Cytoplasmic_membrane,F0F1 ATP synthase subunit A ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,o15-37i81-103o118-137i171-193o208-230i,5,5,o17-40i79-98o118-137i175-194o200-227i,242,WP_000749795.1,40.909,22,242,759,5.4,21.6
WP_001829942.1,None,Unknown,ATP synthase F1 subunit gamma ,OTHER,1,None,Cytoplasmic,0.559,None,None,o,0,0,i,288,WP_000157603.1,83.681,288,288,288,0,508
WP_001829945.1,None,Unknown,DUF2529 domain-containing protein ,OTHER,1,None,Cytoplasmic,0.8708,None,None,o,0,0,i,173,WP_000745871.1,56.25,16,173,913,4.9,21.2
WP_001829952.1,None,Unknown,anti-sigma factor antagonist ,OTHER,1,None,Cytoplasmic,0.9971,None,None,o,0,0,i,108,WP_001096791.1,42.857,21,108,230,1.8,21.2
WP_001829953.1,None,Unknown,3-hydroxyacyl-ACP dehydratase FabZ ,OTHER,1,None,Cytoplasmic,0.9731,None,None,o,0,0,i,145,WP_000457386.1,69.231,13,145,102,2.2,21.2
WP_001829955.1,None,Unknown,DUF2750 domain-containing protein ,OTHER,1,None,Cytoplasmic,0.9013,None,None,o,0,0,i,221,WP_001140871.1,47.619,21,221,309,5.7,21.2
WP_001829963.1,None,Unknown,F0F1 ATP synthase subunit delta ,OTHER,1,None,Cytoplasmic Membrane,0.7541,None,None,i,0,0,i,179,WP_000241351.1,64.246,179,179,179,2.10E-84,241
WP_001829969.1,None,Unknown,DoxX family protein ,OTHER,1,None,Cytoplasmic Membrane,0.934,None,None,i3-20o40-57i,2,2,n3-10c15/16o39-57i69-87o,116,WP_000129411.1,54.545,11,116,411,2.6,20.8
WP_001829978.1,None,Unknown,UDP-N-acetylglucosamine 1-carboxyvinyltransferase ,OTHER,1,None,Cytoplasmic,0.9073,None,None,o,0,0,i,421,WP_000358006.1,88.333,420,421,421,0,727
WP_001829983.1,None,Unknown,HD domain-containing protein ,OTHER,1,None,Cytoplasmic,0.9777,None,None,o,0,0,i,217,WP_000506531.1,41.667,24,217,843,7.6,20.8
WP_001829994.1,None,Unknown,ribosomal protein S18-alanine N-acetyltransferase ,OTHER,0.999569,None,Cytoplasmic,0.9862,None,None,o,0,0,i,153,WP_001200748.1,66.667,12,153,336,6,20.4
WP_001829995.1,None,Unknown,YeeE_YedE family protein ,OTHER,0.999986,None,Cytoplasmic Membrane,1,None,None,o4-21i42-59o74-96i109-131o151-169i198-217o247-266i287-309o319-338i,9,9,o6-30i42-59o71-95i107-131o151-169i198-217o247-266i286-306o318-337i,350,WP_000240645.1,34.884,43,350,538,2.8,23.1
