qseqid	sseqid	pident	length	evalue	bitscore
WP_001551925.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	29.63	27	1.3	18.9
WP_001829900.1	sp|Q2FUW1|SRAP_STAA8	29.167	24	1.3	20.4
WP_001831206.1	sp|Q53654|CNA_STAAU	29.167	72	1.3	21.6
WP_002456563.1	sp|A0A0H2XI99|ESXA_STAA3	28.947	38	1.3	20.8
WP_001829923.1	sp|A6QF98|EMP_STAAE	28.846	52	1.3	21.6
WP_001831350.1	sp|Q53654|CNA_STAAU	28.571	42	1.3	21.9
WP_001831350.1	sp|Q53654|CNA_STAAU	28.571	42	1.3	21.9
WP_001831350.1	sp|Q53654|CNA_STAAU	28.571	42	1.3	21.9
WP_002456747.1	sp|Q2G2B2|SASG_STAA8	28.571	84	1.3	21.6
WP_001829774.1	sp|P0C047|ESXB_STAAE	28.333	60	1.3	20.4
WP_002489707.1	sp|Q2FJ78|SDRD_STAA3	28.333	60	1.3	21.6
WP_001832102.1	sp|Q2FE03|FNBA_STAA3	28.125	32	1.3	20.4
WP_001831713.1	sp|Q53654|CNA_STAAU	27.907	43	1.3	23.1
WP_002495148.1	sp|Q2FJ78|SDRD_STAA3	27.778	108	1.3	22.7
WP_049387478.1	sp|Q2FE03|FNBA_STAA3	27.536	69	1.3	21.6
WP_001831167.1	sp|Q53654|CNA_STAAU	27.5	80	1.3	22.3
WP_001830820.1	sp|P80544|PLS_STAAU	27.451	51	1.3	19.6
WP_001831904.1	sp|O33635|ATL_STAEP	27.381	84	1.3	21.9
WP_001830095.1	sp|Q2FJ77|SDRE_STAA3	26.923	26	1.3	17.3
WP_002494710.1	sp|Q2FJ78|SDRD_STAA3	26.761	71	1.3	21.9
WP_002456988.1	sp|Q7A656|ISDB_STAAN	26.667	60	1.3	21.6
WP_002494543.1	sp|Q2FE03|FNBA_STAA3	26.667	60	1.3	22.7
WP_001830036.1	sp|P80544|PLS_STAAU	26.415	53	1.3	20.4
WP_002456500.1	sp|Q2FJ77|SDRE_STAA3	26.316	57	1.3	22.7
WP_002456632.1	sp|O33635|ATL_STAEP	26.316	57	1.3	20.8
WP_001831087.1	sp|Q53654|CNA_STAAU	26.25	80	1.3	22.3
WP_001831015.1	sp|Q8NW39|ISDH_STAAW	26.23	61	1.3	18.9
WP_001832140.1	sp|Q2FUW1|SRAP_STAA8	25	96	1.3	20.8
WP_002438342.1	sp|Q2FJ77|SDRE_STAA3	24.49	49	1.3	22.7
WP_001832342.1	sp|Q2FJ78|SDRD_STAA3	24.272	103	1.3	22.7
WP_001830127.1	sp|Q53653|CLFA_STAAE	23.077	52	1.3	22.3
WP_162161215.1	sp|Q2FJ78|SDRD_STAA3	22.727	22	1.3	17.7
WP_001829926.1	sp|Q5HCR7|CLFB_STAAC	22.689	119	1.3	21.9
WP_002486064.1	sp|Q8NW39|ISDH_STAAW	22.034	59	1.3	23.9
WP_001830511.1	sp|A6QF98|EMP_STAAE	21.898	137	1.3	21.2
WP_001829727.1	sp|Q53654|CNA_STAAU	21.333	150	1.3	21.2
WP_001831227.1	sp|Q53654|CNA_STAAU	20.455	132	1.3	21.9
WP_001830165.1	sp|O33635|ATL_STAEP	20	75	1.3	21.6
WP_001831167.1	sp|A0A0H2XI99|ESXA_STAA3	17.021	47	1.3	21.6
WP_001831806.1	sp|P80544|PLS_STAAU	75	8	1.4	18.9
WP_001831684.1	tr|A0A1L7H885|A0A1L7H885_STAAU	63.636	11	1.4	18.5
WP_002457111.1	sp|Q2G2B2|SASG_STAA8	62.5	16	1.4	20.4
WP_002485259.1	sp|Q53653|CLFA_STAAE	57.143	14	1.4	20.8
WP_001830855.1	sp|Q8NW39|ISDH_STAAW	50	12	1.4	19.2
WP_096824640.1	sp|Q53653|CLFA_STAAE	50	10	1.4	15.8
WP_001831751.1	sp|Q53653|CLFA_STAAE	47.368	19	1.4	18.1
WP_001830046.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	46.667	15	1.4	18.5
WP_002456351.1	sp|Q7A656|ISDB_STAAN	46.667	15	1.4	21.6
WP_000282655.1	sp|O33635|ATL_STAEP	46.154	26	1.4	21.6
WP_001830005.1	sp|Q2G2B2|SASG_STAA8	46.154	13	1.4	20.8
WP_001830005.1	sp|Q2G2B2|SASG_STAA8	46.154	13	1.4	20.8
WP_001830005.1	sp|Q2G2B2|SASG_STAA8	46.154	13	1.4	20.8
WP_001830005.1	sp|Q2G2B2|SASG_STAA8	46.154	13	1.4	20.8
WP_001830005.1	sp|Q2G2B2|SASG_STAA8	46.154	13	1.4	20.8
WP_001830005.1	sp|Q2G2B2|SASG_STAA8	46.154	13	1.4	20.8
WP_001830005.1	sp|Q2G2B2|SASG_STAA8	46.154	13	1.4	20.8
WP_000162894.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	45	20	1.4	20
WP_001832112.1	sp|Q2FE03|FNBA_STAA3	45	20	1.4	19.6
WP_002456926.1	sp|P80544|PLS_STAAU	44.444	18	1.4	22.3
WP_001831897.1	sp|O86487|SDRC_STAAE	44	25	1.4	21.6
WP_001829925.1	sp|Q8NW39|ISDH_STAAW	43.75	16	1.4	21.6
WP_001832767.1	sp|Q2FJ77|SDRE_STAA3	42.857	21	1.4	20.8
WP_002484471.1	sp|Q2FJ78|SDRD_STAA3	41.667	24	1.4	22.3
WP_002484563.1	sp|Q2FJ78|SDRD_STAA3	41.667	24	1.4	21.9
WP_001831081.1	sp|Q2FJ77|SDRE_STAA3	40.625	32	1.4	21.6
WP_001832324.1	sp|Q2FJ78|SDRD_STAA3	40.625	32	1.4	22.3
WP_000122374.1	sp|P80544|PLS_STAAU	40	25	1.4	21.9
WP_001831295.1	sp|O33635|ATL_STAEP	40	15	1.4	17.7
WP_002438502.1	sp|Q7A656|ISDB_STAAN	40	40	1.4	21.2
WP_002467980.1	sp|Q2G2B2|SASG_STAA8	40	15	1.4	18.9
WP_002468469.1	sp|Q53654|CNA_STAAU	40	20	1.4	21.2
WP_002468913.1	sp|Q8NW39|ISDH_STAAW	40	20	1.4	20
WP_000425271.1	sp|Q8NW39|ISDH_STAAW	39.286	28	1.4	20
WP_002456490.1	sp|Q2FJ78|SDRD_STAA3	39.024	41	1.4	22.7
WP_002494345.1	sp|Q53654|CNA_STAAU	39.024	41	1.4	21.9
WP_002489729.1	sp|Q2FE03|FNBA_STAA3	38.889	18	1.4	23.5
WP_002469307.1	sp|Q53654|CNA_STAAU	38.095	21	1.4	21.2
WP_001830884.1	sp|Q2FE03|FNBA_STAA3	37.931	29	1.4	21.9
WP_002456200.1	sp|Q2G2B2|SASG_STAA8	37.778	45	1.4	21.2
WP_002437223.1	sp|P80544|PLS_STAAU	37.5	24	1.4	23.1
WP_001830529.1	sp|O33635|ATL_STAEP	36.667	30	1.4	21.9
WP_001830633.1	sp|Q7A656|ISDB_STAAN	36	25	1.4	21.6
WP_010959275.1	sp|Q2FUW1|SRAP_STAA8	36	25	1.4	21.9
WP_002440194.1	sp|Q2FUW1|SRAP_STAA8	35.417	48	1.4	21.6
WP_002440198.1	sp|Q2FJ77|SDRE_STAA3	35.294	34	1.4	21.9
WP_002474706.1	sp|Q2FJ78|SDRD_STAA3	35.135	37	1.4	21.6
WP_002438395.1	sp|Q2FJ77|SDRE_STAA3	34.783	23	1.4	20
WP_002456741.1	sp|O86487|SDRC_STAAE	34.615	26	1.4	22.3
WP_001829807.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	34.483	58	1.4	19.2
WP_002470220.1	sp|Q7A656|ISDB_STAAN	34.483	29	1.4	21.2
WP_001830779.1	sp|Q2FJ78|SDRD_STAA3	34.375	32	1.4	20.8
WP_002489714.1	sp|Q2G2B2|SASG_STAA8	34.375	32	1.4	22.3
WP_001832120.1	sp|P80544|PLS_STAAU	34.211	38	1.4	21.2
WP_001830579.1	sp|Q2G2B2|SASG_STAA8	34.091	44	1.4	21.2
WP_001832289.1	tr|A0A390J584|A0A390J584_STAAU	34.043	47	1.4	21.6
WP_001829386.1	sp|Q8NW39|ISDH_STAAW	34	50	1.4	21.9
WP_002456722.1	sp|P80544|PLS_STAAU	33.898	59	1.4	23.1
WP_000711815.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	33.333	33	1.4	19.2
WP_001829277.1	sp|Q2FJ78|SDRD_STAA3	33.333	36	1.4	22.3
WP_001829592.1	sp|Q7A656|ISDB_STAAN	33.333	27	1.4	20.8
WP_001830979.1	sp|O33635|ATL_STAEP	33.333	36	1.4	21.9
WP_001832101.1	sp|A0A0H2XI99|ESXA_STAA3	33.333	18	1.4	20
WP_001832302.1	sp|O86487|SDRC_STAAE	33.333	81	1.4	21.2
WP_002438172.1	sp|O33635|ATL_STAEP	33.333	39	1.4	20.8
WP_002467848.1	sp|O33635|ATL_STAEP	33.333	39	1.4	20.8
WP_410467994.1	sp|Q2FHV1|ISDA_STAA3	33.333	39	1.4	22.7
WP_002485491.1	sp|Q8NW39|ISDH_STAAW	32.432	74	1.4	20.4
WP_001832599.1	sp|Q2FE03|FNBA_STAA3	32.258	31	1.4	20.4
WP_001830929.1	sp|O86487|SDRC_STAAE	32.143	28	1.4	21.6
WP_001830378.1	sp|O33635|ATL_STAEP	32	25	1.4	19.2
WP_255262801.1	sp|Q7A656|ISDB_STAAN	31.818	22	1.4	17.3
WP_001831193.1	sp|O86487|SDRC_STAAE	31.746	63	1.4	20.8
WP_001830409.1	sp|Q53653|CLFA_STAAE	31.034	29	1.4	21.2
WP_001830428.1	sp|Q2FJ78|SDRD_STAA3	30.882	68	1.4	21.6
WP_001832035.1	sp|P80544|PLS_STAAU	30.769	52	1.4	21.6
WP_002489712.1	sp|Q2FJ78|SDRD_STAA3	30.769	39	1.4	22.3
WP_001832991.1	sp|Q53654|CNA_STAAU	30.645	62	1.4	21.6
WP_001831338.1	sp|Q2FE03|FNBA_STAA3	30.612	49	1.4	20
WP_025987217.1	sp|Q8NW39|ISDH_STAAW	30.435	23	1.4	19.2
WP_001831354.1	sp|Q7A656|ISDB_STAAN	30.303	33	1.4	18.9
WP_002489694.1	sp|O33635|ATL_STAEP	30.303	33	1.4	21.6
WP_001829773.1	sp|Q2FE03|FNBA_STAA3	29.787	47	1.4	21.6
WP_001831980.1	sp|P80544|PLS_STAAU	29.73	37	1.4	22.3
WP_001829787.1	sp|Q2FUW1|SRAP_STAA8	29.577	71	1.4	21.6
WP_001830820.1	sp|Q2FUW1|SRAP_STAA8	29.412	51	1.4	19.2
WP_002467821.1	sp|Q8NW39|ISDH_STAAW	29.167	48	1.4	21.9
WP_002438170.1	sp|Q53653|CLFA_STAAE	28.846	52	1.4	21.9
WP_001829591.1	sp|O33635|ATL_STAEP	28.571	28	1.4	22.3
WP_002456849.1	sp|O33635|ATL_STAEP	28.378	74	1.4	22.3
WP_002439565.1	sp|Q2FE03|FNBA_STAA3	28.07	114	1.4	22.3
WP_057504650.1	sp|Q7A656|ISDB_STAAN	27.941	68	1.4	20.8
WP_002457091.1	sp|Q2FE03|FNBA_STAA3	27.451	51	1.4	21.6
WP_001829298.1	sp|Q2G2B2|SASG_STAA8	27.273	33	1.4	21.9
WP_002456427.1	sp|O86487|SDRC_STAAE	27.273	33	1.4	20.8
WP_001830479.1	sp|Q8NW39|ISDH_STAAW	26.429	140	1.4	21.9
WP_001832672.1	sp|P80544|PLS_STAAU	26.415	159	1.4	25.4
WP_001831906.1	sp|Q2FJ77|SDRE_STAA3	26.263	99	1.4	21.9
WP_001832672.1	sp|Q8NW39|ISDH_STAAW	26.136	88	1.4	25.4
WP_002457101.1	sp|P80544|PLS_STAAU	25.758	66	1.4	22.7
WP_001830120.1	sp|Q2FJ78|SDRD_STAA3	25.373	67	1.4	22.7
WP_001829760.1	sp|Q2G2B2|SASG_STAA8	25	80	1.4	20
WP_002457221.1	sp|O86487|SDRC_STAAE	25	52	1.4	20
WP_001829780.1	sp|Q53654|CNA_STAAU	24.658	73	1.4	20.4
WP_001832086.1	sp|Q2FUW1|SRAP_STAA8	24.299	107	1.4	21.2
WP_002470137.1	sp|O33635|ATL_STAEP	24.176	91	1.4	21.6
WP_001830519.1	sp|P80544|PLS_STAAU	23.932	117	1.4	21.6
WP_001830082.1	sp|Q2FE03|FNBA_STAA3	23.333	90	1.4	21.6
WP_002502616.1	sp|P80544|PLS_STAAU	23.333	30	1.4	17.3
WP_001631030.1	sp|A6QF98|EMP_STAAE	22.951	61	1.4	20.4
WP_162152262.1	sp|Q2FJ78|SDRD_STAA3	22.727	22	1.4	17.3
WP_001284652.1	sp|A6QF98|EMP_STAAE	22.642	53	1.4	19.6
WP_002494543.1	sp|Q53654|CNA_STAAU	22.449	98	1.4	22.3
WP_001137495.1	sp|O33635|ATL_STAEP	22.368	76	1.4	20.4
WP_001832142.1	sp|Q2FE03|FNBA_STAA3	21.429	56	1.4	20
WP_001831698.1	sp|O33635|ATL_STAEP	21.311	61	1.4	21.9
WP_002485491.1	sp|P80544|PLS_STAAU	21.053	57	1.4	20.4
WP_001829594.1	sp|A6QF98|EMP_STAAE	20.27	74	1.4	21.2
WP_002486191.1	tr|Q6T1I1|Q6T1I1_STAAU	70	10	1.5	21.2
WP_002439708.1	tr|A0A390J584|A0A390J584_STAAU	53.846	13	1.5	18.9
WP_001829791.1	sp|O86487|SDRC_STAAE	50	24	1.5	20.8
WP_001830975.1	sp|Q53653|CLFA_STAAE	50	18	1.5	20.4
WP_001831106.1	sp|O33635|ATL_STAEP	50	16	1.5	20.8
WP_002469060.1	sp|Q7A656|ISDB_STAAN	50	12	1.5	17.7
WP_002486191.1	sp|Q2FJ78|SDRD_STAA3	50	18	1.5	21.6
WP_002489729.1	sp|Q2FHV1|ISDA_STAA3	50	24	1.5	23.1
WP_000733270.1	sp|Q2FJ78|SDRD_STAA3	47.619	21	1.5	21.2
WP_002485342.1	sp|Q53654|CNA_STAAU	47.619	21	1.5	22.3
WP_002485342.1	sp|Q53654|CNA_STAAU	47.619	21	1.5	22.3
WP_002489738.1	sp|Q2FHV1|ISDA_STAA3	47.059	17	1.5	21.2
WP_001830329.1	sp|Q2G2B2|SASG_STAA8	45	20	1.5	20
WP_001829926.1	sp|O86487|SDRC_STAAE	44.444	27	1.5	21.6
WP_002494334.1	sp|P80544|PLS_STAAU	44.444	18	1.5	19.6
WP_002437642.1	sp|O33635|ATL_STAEP	42.857	28	1.5	21.2
WP_001831857.1	sp|Q2G2B2|SASG_STAA8	42.424	33	1.5	21.9
WP_001830977.1	sp|Q2FJ78|SDRD_STAA3	41.667	36	1.5	23.5
WP_002438113.1	sp|Q2FE03|FNBA_STAA3	40.909	22	1.5	19.2
WP_002469536.1	sp|A6QF98|EMP_STAAE	39.286	28	1.5	19.6
WP_001829335.1	sp|Q2FHV1|ISDA_STAA3	38.71	31	1.5	22.3
WP_002456556.1	sp|Q2FE03|FNBA_STAA3	38.71	31	1.5	20.4
WP_001551920.1	sp|Q2FUW1|SRAP_STAA8	38.235	34	1.5	22.3
WP_162154119.1	sp|Q8NW39|ISDH_STAAW	38.095	21	1.5	17.7
WP_001829571.1	sp|P80544|PLS_STAAU	37.209	43	1.5	21.6
WP_001830030.1	sp|Q2FE03|FNBA_STAA3	37.143	35	1.5	21.2
WP_001831691.1	sp|Q53654|CNA_STAAU	36.842	19	1.5	20
WP_001831918.1	sp|Q2FHV1|ISDA_STAA3	36.842	19	1.5	19.6
WP_002456999.1	sp|O33635|ATL_STAEP	36.842	38	1.5	21.9
WP_001829416.1	sp|P80544|PLS_STAAU	36.364	22	1.5	20.4
WP_001830316.1	sp|Q2FUW1|SRAP_STAA8	35.897	39	1.5	20.8
WP_001631030.1	sp|O33635|ATL_STAEP	35.714	28	1.5	20.4
WP_001829423.1	sp|Q2FJ78|SDRD_STAA3	35.556	45	1.5	20.4
WP_001830820.1	sp|Q53654|CNA_STAAU	35.484	31	1.5	19.2
WP_001832720.1	sp|Q2FJ77|SDRE_STAA3	35.484	31	1.5	21.2
WP_001831672.1	sp|P80544|PLS_STAAU	35.417	48	1.5	20.4
WP_002484471.1	sp|O86487|SDRC_STAAE	35.417	48	1.5	22.3
WP_001831932.1	sp|Q5HCR7|CLFB_STAAC	35.294	34	1.5	20
WP_002439362.1	sp|Q53654|CNA_STAAU	35	20	1.5	18.9
WP_001830137.1	sp|Q2FE03|FNBA_STAA3	34.783	23	1.5	21.2
WP_001832216.1	sp|Q53653|CLFA_STAAE	34.783	23	1.5	20.4
WP_001831592.1	sp|Q2FJ78|SDRD_STAA3	34.615	26	1.5	20
WP_001829572.1	sp|Q2FJ78|SDRD_STAA3	34.286	35	1.5	23.1
WP_001829439.1	sp|Q53653|CLFA_STAAE	33.333	27	1.5	20.4
WP_001830124.1	sp|A6QF98|EMP_STAAE	33.333	21	1.5	21.9
WP_001830785.1	sp|Q2FJ78|SDRD_STAA3	33.333	54	1.5	23.1
WP_001831239.1	sp|Q2FJ77|SDRE_STAA3	33.333	36	1.5	21.2
WP_002439655.1	sp|P80544|PLS_STAAU	33.333	60	1.5	23.1
WP_002485785.1	sp|O33635|ATL_STAEP	33.333	75	1.5	23.1
WP_001829851.1	sp|O33635|ATL_STAEP	32.911	79	1.5	21.6
WP_001830329.1	sp|Q2FJ78|SDRD_STAA3	32.653	49	1.5	20
WP_001829441.1	sp|Q8NW39|ISDH_STAAW	32.258	31	1.5	22.3
WP_001832303.1	sp|Q7A656|ISDB_STAAN	32.143	28	1.5	20.4
WP_002438516.1	sp|Q2FHV1|ISDA_STAA3	31.818	44	1.5	20
WP_001831571.1	sp|Q53653|CLFA_STAAE	31.707	41	1.5	21.6
WP_001832645.1	sp|Q7A656|ISDB_STAAN	31.646	79	1.5	21.6
WP_001831672.1	sp|Q53654|CNA_STAAU	30.952	42	1.5	20.4
WP_002438170.1	sp|Q2FJ78|SDRD_STAA3	30.952	42	1.5	21.9
WP_001832284.1	sp|O33635|ATL_STAEP	30.556	36	1.5	20.8
WP_002485130.1	sp|Q2FUW1|SRAP_STAA8	30.435	46	1.5	21.6
WP_001830861.1	sp|Q2FJ77|SDRE_STAA3	30.303	33	1.5	20.8
WP_002456103.1	sp|P0C047|ESXB_STAAE	30.189	53	1.5	19.2
WP_001829597.1	sp|Q2FUW1|SRAP_STAA8	29.63	27	1.5	21.6
WP_080356281.1	sp|Q2FE03|FNBA_STAA3	29.63	54	1.5	20.4
WP_001832310.1	sp|Q2FE03|FNBA_STAA3	29.545	88	1.5	22.3
WP_001830390.1	sp|O33635|ATL_STAEP	29.412	51	1.5	21.6
WP_002456168.1	sp|Q8NW39|ISDH_STAAW	29.091	55	1.5	21.2
WP_002438175.1	sp|O33635|ATL_STAEP	28.814	59	1.5	21.9
WP_001830869.1	sp|Q7A656|ISDB_STAAN	28.571	35	1.5	21.9
WP_001831236.1	sp|Q2FE03|FNBA_STAA3	28.571	35	1.5	22.3
WP_002455950.1	sp|Q2FJ78|SDRD_STAA3	28.571	42	1.5	19.6
WP_002489413.1	tr|A0A390J584|A0A390J584_STAAU	28.261	46	1.5	21.6
WP_001830152.1	sp|Q2G2B2|SASG_STAA8	28.125	64	1.5	23.1
WP_057504632.1	sp|P0C047|ESXB_STAAE	27.907	43	1.5	20
WP_001830031.1	sp|P80544|PLS_STAAU	27.778	36	1.5	21.6
WP_002468861.1	sp|Q2FE03|FNBA_STAA3	27.632	76	1.5	21.9
WP_002505076.1	sp|Q2FE03|FNBA_STAA3	27.5	40	1.5	20.8
WP_002456947.1	sp|O33635|ATL_STAEP	27.419	62	1.5	22.3
WP_002439565.1	sp|P80544|PLS_STAAU	27.273	55	1.5	22.3
WP_001829600.1	sp|A6QF98|EMP_STAAE	27.027	37	1.5	21.2
WP_001830659.1	sp|Q2G2B2|SASG_STAA8	26.923	52	1.5	20.8
WP_001832399.1	sp|Q2G2B2|SASG_STAA8	26.923	52	1.5	22.3
WP_001830752.1	sp|Q7A656|ISDB_STAAN	26.667	75	1.5	21.9
WP_002456955.1	sp|Q2FJ77|SDRE_STAA3	26.667	60	1.5	23.5
WP_001832450.1	sp|Q2G2B2|SASG_STAA8	26.562	64	1.5	21.6
WP_001832039.1	sp|O86487|SDRC_STAAE	26.471	68	1.5	21.2
WP_001831086.1	sp|Q2G2B2|SASG_STAA8	26.23	61	1.5	21.9
WP_001830826.1	sp|Q2FJ77|SDRE_STAA3	25.926	81	1.5	21.9
WP_002469597.1	sp|Q8NW39|ISDH_STAAW	25.843	89	1.5	22.3
WP_001830096.1	sp|O33635|ATL_STAEP	25.714	35	1.5	20.8
WP_001832117.1	sp|Q53653|CLFA_STAAE	25.714	70	1.5	18.9
WP_002438011.1	sp|Q2FJ78|SDRD_STAA3	25.641	39	1.5	21.2
WP_001829591.1	sp|Q2FE03|FNBA_STAA3	25.581	129	1.5	22.3
WP_001830451.1	sp|Q53654|CNA_STAAU	25.275	91	1.5	22.7
WP_001831584.1	sp|Q53653|CLFA_STAAE	25	72	1.5	20.8
WP_002440903.1	sp|Q2G2B2|SASG_STAA8	25	96	1.5	21.2
WP_002469307.1	sp|O33635|ATL_STAEP	24.49	49	1.5	21.2
WP_001832265.1	sp|Q2FJ78|SDRD_STAA3	24.444	45	1.5	20.4
WP_001831813.1	sp|O33635|ATL_STAEP	23.729	177	1.5	21.9
WP_001832364.1	sp|Q2FJ77|SDRE_STAA3	23.529	34	1.5	18.5
WP_002456487.1	sp|O33635|ATL_STAEP	23.529	102	1.5	21.9
WP_002494543.1	sp|O33635|ATL_STAEP	23.214	56	1.5	22.3
WP_002500278.1	sp|Q2FJ78|SDRD_STAA3	23.214	168	1.5	23.1
WP_032604695.1	sp|Q2FJ78|SDRD_STAA3	22.727	22	1.5	17.3
WP_001829933.1	sp|Q2G2B2|SASG_STAA8	22.449	98	1.5	21.9
WP_002456517.1	sp|Q2G2B2|SASG_STAA8	22.424	165	1.5	23.1
WP_002456517.1	sp|Q2G2B2|SASG_STAA8	22.424	165	1.5	23.1
WP_002456348.1	sp|Q2FHV1|ISDA_STAA3	21.818	110	1.5	21.9
WP_001832199.1	sp|Q53654|CNA_STAAU	20.909	110	1.5	22.7
WP_001832317.1	sp|Q5HCR7|CLFB_STAAC	20.69	58	1.5	20.4
WP_001832102.1	sp|Q7A656|ISDB_STAAN	20	25	1.5	20
WP_002485578.1	sp|Q7A656|ISDB_STAAN	18	50	1.5	20.8
WP_001831464.1	sp|Q2FHV1|ISDA_STAA3	85.714	7	1.6	21.2
WP_002469568.1	sp|Q8NW39|ISDH_STAAW	66.667	15	1.6	21.2
WP_001832645.1	sp|Q5HCR7|CLFB_STAAC	58.333	12	1.6	21.6
WP_001831893.1	sp|Q5HCR7|CLFB_STAAC	55.556	9	1.6	17.7
WP_001829832.1	sp|Q2FJ78|SDRD_STAA3	53.333	15	1.6	21.2
WP_001830018.1	sp|O86487|SDRC_STAAE	50	24	1.6	21.9
WP_057504628.1	sp|P80544|PLS_STAAU	50	22	1.6	24.3
WP_153647357.1	sp|Q7A656|ISDB_STAAN	47.826	23	1.6	22.3
WP_001831247.1	sp|Q2FJ77|SDRE_STAA3	47.368	19	1.6	21.2
WP_002438782.1	sp|O33635|ATL_STAEP	47.059	17	1.6	21.2
WP_001830619.1	sp|Q2FJ78|SDRD_STAA3	45	20	1.6	19.6
WP_001831212.1	sp|Q53653|CLFA_STAAE	45	20	1.6	21.9
WP_049387527.1	sp|Q2FHV1|ISDA_STAA3	45	20	1.6	21.2
WP_032604695.1	sp|Q2FE03|FNBA_STAA3	44.444	18	1.6	17.3
WP_002437720.1	sp|Q53653|CLFA_STAAE	43.478	23	1.6	21.6
WP_001831060.1	sp|O33635|ATL_STAEP	42.857	28	1.6	21.9
WP_002456066.1	sp|O33635|ATL_STAEP	42.857	14	1.6	20.8
WP_002495357.1	sp|O33635|ATL_STAEP	42.308	26	1.6	19.6
WP_001830341.1	sp|Q2FE03|FNBA_STAA3	42.105	19	1.6	20
WP_002438783.1	sp|O33635|ATL_STAEP	41.935	31	1.6	20.4
WP_138936982.1	sp|Q2FJ78|SDRD_STAA3	41.379	29	1.6	22.3
WP_138936983.1	sp|Q2FJ78|SDRD_STAA3	41.379	29	1.6	22.3
WP_138936986.1	sp|Q2FJ78|SDRD_STAA3	41.379	29	1.6	22.3
WP_002437676.1	sp|Q53654|CNA_STAAU	41.176	17	1.6	17.3
WP_002437676.1	sp|Q53654|CNA_STAAU	41.176	17	1.6	17.3
WP_001829591.1	sp|Q2FJ77|SDRE_STAA3	40	20	1.6	21.9
WP_001829761.1	sp|Q2FE03|FNBA_STAA3	40	30	1.6	20.8
WP_001830447.1	sp|Q53654|CNA_STAAU	40	20	1.6	22.3
WP_001829303.1	sp|O33635|ATL_STAEP	39.286	28	1.6	21.6
WP_032604337.1	sp|Q53654|CNA_STAAU	38.889	18	1.6	19.2
WP_001829411.1	tr|Q6T1I1|Q6T1I1_STAAU	38.776	49	1.6	19.6
WP_001106065.1	sp|Q2FHV1|ISDA_STAA3	38.71	31	1.6	20.8
WP_001831794.1	sp|Q53654|CNA_STAAU	38.462	26	1.6	21.2
WP_001831794.1	sp|Q53654|CNA_STAAU	38.462	26	1.6	21.2
WP_001831122.1	sp|Q7A656|ISDB_STAAN	37.931	29	1.6	22.3
WP_001830014.1	sp|O33635|ATL_STAEP	36.842	19	1.6	21.9
WP_001829625.1	sp|Q7A656|ISDB_STAAN	36.364	22	1.6	20.4
WP_001830417.1	sp|Q2G2B2|SASG_STAA8	36.364	22	1.6	21.2
WP_001830772.1	sp|P80544|PLS_STAAU	36.364	22	1.6	21.2
WP_002468463.1	sp|Q7A656|ISDB_STAAN	36	50	1.6	21.9
WP_001831537.1	sp|Q7A656|ISDB_STAAN	35.714	28	1.6	21.6
WP_001830423.1	sp|Q2G2B2|SASG_STAA8	35.556	45	1.6	21.9
WP_001831967.1	sp|Q2FJ77|SDRE_STAA3	35.294	34	1.6	18.1
WP_001831013.1	sp|P80544|PLS_STAAU	34.884	43	1.6	21.6
WP_001830779.1	sp|O86487|SDRC_STAAE	34.375	32	1.6	20.4
WP_002457111.1	sp|Q2FJ77|SDRE_STAA3	34.091	44	1.6	20
WP_002438141.1	sp|Q2FJ78|SDRD_STAA3	33.962	53	1.6	20.8
WP_001829355.1	tr|Q6T1I1|Q6T1I1_STAAU	33.333	30	1.6	19.2
WP_001830016.1	sp|Q53653|CLFA_STAAE	33.333	30	1.6	22.3
WP_001830874.1	sp|Q2FJ77|SDRE_STAA3	33.333	24	1.6	20.8
WP_001832525.1	sp|Q2FJ78|SDRD_STAA3	33.333	45	1.6	22.7
WP_002437688.1	sp|Q53654|CNA_STAAU	33.333	36	1.6	17.7
WP_002438495.1	sp|Q8NW39|ISDH_STAAW	33.333	48	1.6	20.8
WP_002468903.1	sp|Q2FHV1|ISDA_STAA3	33.333	48	1.6	22.3
WP_001829661.1	sp|Q53653|CLFA_STAAE	32.203	59	1.6	21.2
WP_001829330.1	sp|Q2G2B2|SASG_STAA8	31.579	19	1.6	19.6
WP_002456200.1	sp|Q2G2B2|SASG_STAA8	31.343	67	1.6	20.8
WP_054828581.1	sp|P80544|PLS_STAAU	31.25	64	1.6	21.6
WP_002467724.1	sp|Q53653|CLFA_STAAE	30.769	26	1.6	19.2
WP_002440566.1	sp|Q53654|CNA_STAAU	30.556	36	1.6	21.2
WP_002456430.1	tr|A0A1L7H885|A0A1L7H885_STAAU	30.435	23	1.6	19.6
WP_049387514.1	sp|O33635|ATL_STAEP	30.303	66	1.6	21.9
WP_002439348.1	sp|O86487|SDRC_STAAE	30	20	1.6	17.7
WP_001830068.1	sp|Q7A656|ISDB_STAAN	29.825	57	1.6	21.2
WP_001831836.1	sp|Q53654|CNA_STAAU	29.787	47	1.6	22.3
